return_id,order_item_id,request_date,days_since_purchase,receipt_flag,item_condition,return_reason,label,order_id,brand,category,price,discount,sale_flag,customer_id
970,15132,2025-10-01,26,1,new,Too large,eligible,7575,H&M,Dresses,66.06,0.0,0,173
971,1579,2025-01-24,52,1,new,Too large,ineligible,773,Zara,Lingerie,46.94,0.0,0,300
972,10853,2025-01-01,10,1,tried-on,No reason,eligible,5413,H&M,Lingerie,18.34,0.0,0,792
973,7838,2025-07-12,8,1,new,Too small,ineligible,3911,Urban Outfitters,Beauty,52.67,0.0,0,192
974,9648,2024-11-29,54,1,new,Too large,ineligible,4803,Chanel,Outerwear,3444.96,0.0,0,192
975,10879,2024-02-11,37,1,tried-on,Too small,needs_review,5427,Urban Outfitters,Bags,74.71,6.24,1,243
976,6336,2025-08-07,27,1,tried-on,Too large,eligible,3160,Zara,Lingerie,46.59,0.0,0,361
977,8194,2025-10-22,41,1,new,Too large,ineligible,4088,H&M,Lingerie,75.92,0.0,0,1131
978,2479,2024-05-27,48,1,new,Too large,ineligible,1233,Girlfriend Collective,Home,80.23,0.0,0,1050
979,8319,2024-09-03,13,1,worn,Wrong item,ineligible,4149,Under Armour,Activewear,107.48,0.0,0,91
980,4283,2025-06-04,9,1,tried-on,Changed mind,eligible,2155,Gucci,Bags,2048.45,0.0,0,1269
981,6695,2025-11-24,44,1,new,Too large,ineligible,3330,Gucci,Tops,2004.16,0.0,0,1436
982,5143,2025-03-30,48,0,new,No reason,ineligible,2579,Loewe,Tops,1409.14,0.0,0,1382
983,3868,2024-07-14,47,1,new,Changed mind,ineligible,1950,Loewe,Beauty,1039.58,0.0,0,97
984,7722,2024-03-16,29,1,new,No reason,ineligible,3850,Chanel,Accessories,494.91,0.0,0,141
985,445,2025-07-26,8,1,new,Too large,eligible,215,Urban Outfitters,Swimwear,92.58,0.0,0,85
986,5605,2025-10-01,34,1,tried-on,Wrong item,needs_review,2812,H&M,Footwear,63.29,20.62,1,576
987,15567,2024-02-25,47,1,new,Too large,eligible,7797,Under Armour,Accessories,69.81,0.0,0,1216
988,6722,2024-07-31,53,1,tried-on,Too small,ineligible,3346,Urban Outfitters,Bags,86.55,0.0,0,594
989,2604,2025-10-31,5,1,tried-on,Too large,eligible,1303,H&M,Dresses,72.17,18.43,1,1270
990,7529,2024-06-16,30,1,new,No reason,eligible,3754,Urban Outfitters,Dresses,97.93,0.0,0,999
991,15937,2024-06-26,56,1,worn,Too large,ineligible,7968,Prada,Beauty,632.54,0.0,0,156
992,14660,2024-11-04,33,1,tried-on,Too large,needs_review,7345,Zara,Tops,71.42,8.12,1,1048
993,11710,2024-05-28,18,1,tried-on,No reason,eligible,5858,Urban Outfitters,Jeans,20.76,0.0,0,973
994,4519,2025-04-22,58,1,new,Too small,ineligible,2272,Gucci,Home,678.93,0.0,0,99
995,10343,2024-07-09,39,1,new,Too small,ineligible,5158,Gucci,Swimwear,851.22,0.0,0,893
996,2010,2025-12-24,55,1,new,Too large,eligible,996,Under Armour,Lingerie,78.37,0.0,0,1427
997,4790,2024-03-28,42,0,tried-on,Defective,needs_review,2406,Under Armour,Bags,62.68,0.0,0,792
998,12957,2025-11-12,14,1,damaged,No reason,ineligible,6496,Loewe,Tops,1837.09,0.0,0,1271
999,11348,2024-12-18,57,1,new,No reason,eligible,5676,Under Armour,Tops,69.61,5.38,1,1302
1000,714,2025-04-18,42,1,tried-on,No reason,ineligible,347,H&M,Accessories,41.51,3.45,1,1358
1001,15427,2025-05-25,2,1,new,Too large,eligible,7728,Girlfriend Collective,Bags,83.5,14.1,1,145
1002,15427,2025-06-23,31,1,new,Defective,needs_review,7728,Girlfriend Collective,Bags,83.5,14.1,1,145
1003,2437,2024-04-08,29,1,new,No reason,ineligible,1213,Loewe,Home,1196.37,0.0,0,482
1004,8031,2025-06-14,2,1,new,Changed mind,eligible,4006,Girlfriend Collective,Accessories,52.89,0.0,0,1238
1005,12960,2025-04-16,59,1,new,Too small,ineligible,6498,H&M,Footwear,45.76,0.0,0,576
1006,2412,2025-06-27,9,0,tried-on,Too small,needs_review,1200,Prada,Outerwear,3699.84,0.0,0,466
1007,6215,2024-12-29,53,1,new,No reason,eligible,3104,Under Armour,Footwear,49.61,0.0,0,334
1008,1238,2024-12-03,27,1,new,Changed mind,eligible,605,Girlfriend Collective,Lingerie,66.67,18.98,1,1219
1009,7591,2025-11-16,33,1,new,Too large,needs_review,3784,Girlfriend Collective,Footwear,129.21,0.0,0,857
1010,1604,2025-05-02,33,1,new,Defective,needs_review,784,H&M,Footwear,58.59,0.0,0,1404
1011,9434,2025-02-04,17,1,new,Too large,eligible,4692,Under Armour,Home,127.2,32.12,1,919
1012,10140,2025-09-21,1,1,new,No reason,eligible,5057,Under Armour,Jeans,55.61,2.91,1,162
1013,10347,2024-07-02,14,1,tried-on,Wrong item,eligible,5159,Zara,Footwear,88.55,0.0,0,1186
1014,5251,2024-05-01,9,1,new,Defective,eligible,2640,Shein,Outerwear,21.88,7.42,1,1410
1015,15275,2025-03-06,31,1,new,Changed mind,eligible,7648,Under Armour,Bags,71.07,0.0,0,416
1016,12219,2024-05-11,48,1,worn,Too large,ineligible,6120,Shein,Outerwear,19.53,0.0,0,1039
1017,15662,2024-03-22,13,1,tried-on,Defective,eligible,7842,H&M,Tops,77.39,0.0,0,933
1018,13632,2025-08-05,35,1,new,Changed mind,needs_review,6835,Shein,Bags,16.26,4.99,1,775
1019,687,2025-10-13,52,1,new,Wrong item,eligible,334,Under Armour,Outerwear,68.5,0.0,0,264
1020,10620,2024-12-11,20,1,new,Too small,needs_review,5297,Prada,Lingerie,1096.75,0.0,0,720
1021,1695,2025-06-02,24,1,tried-on,Defective,ineligible,828,Prada,Accessories,553.83,0.0,0,1283
1022,5149,2025-12-04,48,1,tried-on,No reason,eligible,2583,Under Armour,Lingerie,83.51,21.22,1,875
1023,15094,2025-08-09,60,1,new,Too small,ineligible,7553,H&M,Activewear,77.35,0.0,0,732
1024,7114,2025-12-01,30,1,worn,Defective,ineligible,3538,H&M,Swimwear,66.52,0.0,0,494
1025,1066,2024-02-20,13,1,tried-on,Too large,eligible,520,Urban Outfitters,Dresses,69.27,0.0,0,700
1026,2527,2024-06-17,12,1,new,Too small,eligible,1262,Shein,Home,28.56,0.0,0,994
1027,4695,2024-09-06,42,0,damaged,Wrong item,ineligible,2363,Chanel,Footwear,1201.91,0.0,0,800
1028,12902,2025-03-28,59,1,tried-on,No reason,ineligible,6467,Zara,Jeans,45.57,0.0,0,810
1029,3253,2025-09-13,17,1,worn,Defective,ineligible,1629,Shein,Tops,21.7,0.0,0,505
1030,15015,2025-05-21,42,1,new,Defective,ineligible,7518,Girlfriend Collective,Footwear,105.12,0.0,0,961
1031,12214,2025-01-16,44,1,new,Wrong item,ineligible,6119,H&M,Dresses,85.71,0.0,0,272
1032,6936,2025-09-06,1,1,tried-on,Changed mind,eligible,3449,H&M,Lingerie,79.84,0.0,0,536
1033,14827,2024-12-24,30,0,new,Wrong item,needs_review,7430,Girlfriend Collective,Outerwear,53.0,0.0,0,718
1034,1223,2025-03-12,18,1,new,No reason,needs_review,598,Chanel,Home,940.49,0.0,0,761
1035,11785,2025-03-11,39,1,worn,No reason,ineligible,5899,Chanel,Activewear,906.2,0.0,0,547
1036,6370,2024-12-04,26,1,new,Too small,ineligible,3175,Gucci,Footwear,1033.86,0.0,0,1159
1037,15332,2025-11-27,41,1,new,Changed mind,ineligible,7680,Chanel,Outerwear,3908.89,0.0,0,1210
1038,10429,2024-02-16,60,1,tried-on,Too small,ineligible,5200,Girlfriend Collective,Accessories,92.54,0.0,0,415
1039,3926,2024-08-21,39,0,damaged,Too large,ineligible,1979,Urban Outfitters,Dresses,20.0,0.0,0,1381
1040,14661,2025-06-02,17,1,new,Defective,eligible,7346,H&M,Dresses,22.06,0.0,0,1447
1041,12705,2025-03-17,8,1,tried-on,No reason,eligible,6365,Urban Outfitters,Dresses,52.28,0.0,0,652
1042,13958,2025-01-21,55,1,tried-on,No reason,ineligible,6996,Prada,Tops,2297.08,0.0,0,1092
1043,15209,2025-12-02,31,1,new,Wrong item,needs_review,7614,Urban Outfitters,Activewear,61.53,0.0,0,1010
1044,11670,2024-11-21,50,1,new,Wrong item,ineligible,5838,H&M,Dresses,64.6,0.0,0,1385
1045,10469,2024-10-28,14,1,new,Changed mind,eligible,5218,Urban Outfitters,Accessories,85.9,0.0,0,635
1046,3031,2025-12-28,56,1,tried-on,No reason,eligible,1516,Under Armour,Lingerie,63.98,0.0,0,233
1047,7044,2025-08-05,7,1,worn,Too small,ineligible,3503,H&M,Tops,34.64,0.0,0,1105
1048,901,2024-07-04,53,1,tried-on,Changed mind,ineligible,442,Prada,Tops,1805.39,0.0,0,287
1049,5107,2024-11-20,33,0,new,Defective,needs_review,2561,H&M,Accessories,87.93,0.0,0,1139
1050,8832,2025-11-12,6,1,new,Wrong item,eligible,4401,H&M,Lingerie,73.54,0.0,0,65
1051,5594,2025-03-03,27,1,tried-on,Changed mind,ineligible,2808,Chanel,Tops,1877.77,0.0,0,455
1052,8243,2025-08-21,1,1,new,Wrong item,eligible,4110,Chanel,Activewear,599.09,110.53,1,628
1053,3481,2025-12-02,35,1,new,Wrong item,needs_review,1744,Zara,Lingerie,71.14,0.0,0,201
1054,12571,2025-12-18,50,1,tried-on,Too large,ineligible,6294,Zara,Lingerie,56.16,0.0,0,93
1055,11488,2025-03-14,39,1,new,Too large,ineligible,5740,Loewe,Activewear,765.17,0.0,0,756
1056,7308,2025-05-27,49,1,tried-on,No reason,ineligible,3635,Gucci,Bags,2401.03,0.0,0,488
1057,14258,2025-08-20,37,0,new,Wrong item,ineligible,7143,Prada,Activewear,658.66,0.0,0,890
1058,9489,2025-07-22,11,1,tried-on,Too large,ineligible,4720,Zara,Beauty,87.2,0.0,0,1061
1059,10785,2025-11-02,46,1,damaged,Wrong item,ineligible,5379,Prada,Beauty,854.59,0.0,0,757
1060,13980,2024-06-21,34,1,tried-on,Too small,ineligible,7008,Prada,Accessories,300.0,0.0,0,1408
1061,9349,2025-05-08,47,1,new,Changed mind,ineligible,4649,Gucci,Swimwear,734.1,0.0,0,1402
1062,7527,2024-06-01,54,1,new,No reason,ineligible,3753,Urban Outfitters,Dresses,20.0,0.0,0,1181
1063,2295,2024-09-06,29,1,new,No reason,eligible,1140,Shein,Swimwear,24.51,0.0,0,722
1064,13236,2024-06-09,51,1,tried-on,Too large,ineligible,6642,H&M,Lingerie,51.26,0.0,0,1228
1065,7922,2024-05-13,58,1,worn,Too small,ineligible,3956,H&M,Tops,50.6,0.0,0,896
1066,8185,2025-02-13,49,1,damaged,Defective,ineligible,4083,Loewe,Lingerie,1262.69,0.0,0,1459
1067,6398,2024-07-14,9,1,tried-on,Defective,eligible,3188,Prada,Footwear,1053.72,354.5,1,351
1068,13093,2024-01-22,26,1,tried-on,Too small,ineligible,6566,H&M,Beauty,48.31,0.0,0,477
1069,7340,2024-09-27,21,1,tried-on,Changed mind,eligible,3653,Zara,Footwear,27.07,0.0,0,1420
1070,1330,2024-09-19,48,1,new,Defective,ineligible,648,Urban Outfitters,Jeans,61.11,20.38,1,704
1071,2515,2025-03-27,16,1,new,Too small,eligible,1255,Zara,Lingerie,65.83,0.0,0,827
1072,13499,2025-11-01,40,1,new,Changed mind,eligible,6768,Under Armour,Accessories,54.63,13.81,1,1047
1073,5904,2025-11-19,21,1,new,Defective,eligible,2957,H&M,Home,42.67,0.0,0,789
1074,3018,2024-10-18,8,1,tried-on,Defective,eligible,1509,H&M,Accessories,44.91,11.99,1,918
1075,2821,2025-08-12,36,1,tried-on,No reason,needs_review,1414,Urban Outfitters,Swimwear,70.59,15.11,1,633
1076,11077,2024-03-31,0,1,new,Defective,eligible,5539,Shein,Accessories,33.76,0.0,0,1091
1077,9386,2025-10-16,16,1,new,Defective,eligible,4667,H&M,Swimwear,37.55,8.42,1,877
1078,14862,2024-04-19,4,1,new,Too large,eligible,7446,Shein,Tops,36.02,0.0,0,2
1079,3348,2025-04-12,38,0,tried-on,Defective,ineligible,1678,H&M,Activewear,40.67,0.0,0,441
1080,12614,2024-01-13,59,1,tried-on,Too large,ineligible,6316,Gucci,Lingerie,801.52,0.0,0,1124
1081,9456,2024-06-21,36,1,tried-on,No reason,needs_review,4703,Zara,Footwear,57.66,5.18,1,1398
1082,10896,2024-05-31,18,1,tried-on,Too large,eligible,5438,Under Armour,Tops,65.07,0.0,0,981
1083,3150,2025-05-10,27,1,new,Changed mind,ineligible,1583,Shein,Beauty,23.28,4.27,1,321
1084,8174,2025-06-18,33,1,new,Too small,needs_review,4076,H&M,Home,98.31,0.0,0,918
1085,6017,2025-07-03,47,1,tried-on,Too large,eligible,3012,Under Armour,Outerwear,91.85,0.0,0,278
1086,6712,2024-11-21,13,1,new,Too small,eligible,3340,Girlfriend Collective,Jeans,49.22,8.24,1,1176
1087,12220,2025-06-04,43,1,new,Wrong item,ineligible,6121,H&M,Swimwear,53.15,0.0,0,907
1088,13975,2024-06-23,18,1,new,Changed mind,ineligible,7005,H&M,Beauty,57.83,0.0,0,111
1089,8959,2025-08-25,5,1,new,Too large,eligible,4456,H&M,Accessories,10.0,0.0,0,49
1090,7952,2025-03-19,15,1,tried-on,Wrong item,eligible,3969,Shein,Home,24.33,0.0,0,1227
1091,2983,2024-09-16,9,1,new,Changed mind,eligible,1492,Loewe,Accessories,696.91,0.0,0,540
1092,8648,2024-11-23,26,1,new,Defective,ineligible,4310,Prada,Lingerie,599.36,0.0,0,345
1093,114,2025-08-19,52,1,tried-on,Too large,ineligible,50,Shein,Dresses,31.35,0.0,0,207
1094,12516,2024-09-06,30,1,tried-on,Too large,eligible,6267,Zara,Home,77.45,0.0,0,431
1095,6399,2024-08-07,33,1,tried-on,No reason,ineligible,3188,Prada,Dresses,1178.88,0.0,0,351
1096,3663,2024-11-19,9,1,new,Wrong item,eligible,1847,Zara,Swimwear,76.08,0.0,0,295
1097,15732,2024-10-20,17,1,worn,No reason,ineligible,7876,Under Armour,Footwear,125.24,0.0,0,656
1098,10771,2024-12-29,23,1,new,Wrong item,eligible,5371,Under Armour,Dresses,165.97,44.5,1,1078
1099,4134,2025-07-06,4,1,damaged,Too small,ineligible,2079,Urban Outfitters,Dresses,117.21,0.0,0,1158
1100,9128,2025-02-27,56,1,new,No reason,ineligible,4545,Urban Outfitters,Jeans,76.66,0.0,0,489
1101,4866,2024-08-16,43,1,new,Changed mind,ineligible,2440,Urban Outfitters,Activewear,62.34,10.8,1,339
1102,15259,2025-11-10,31,1,new,Too large,needs_review,7640,Girlfriend Collective,Home,107.9,0.0,0,704
1103,5122,2023-12-26,30,1,new,Changed mind,ineligible,2568,Chanel,Outerwear,3760.13,0.0,0,625
1104,4570,2024-09-23,35,1,new,No reason,ineligible,2299,Chanel,Tops,1254.86,0.0,0,548
1105,15174,2024-10-19,54,1,new,Defective,ineligible,7597,Prada,Accessories,614.2,0.0,0,661
1106,9339,2024-04-16,54,1,damaged,Too large,ineligible,4644,Girlfriend Collective,Lingerie,89.79,13.65,1,574
1107,2015,2024-09-23,14,1,tried-on,No reason,eligible,998,Girlfriend Collective,Bags,104.82,0.0,0,1127
1108,15825,2024-09-03,51,1,new,Too small,ineligible,7918,Urban Outfitters,Footwear,20.0,0.0,0,491
1109,10161,2025-03-18,17,1,tried-on,Wrong item,needs_review,5069,Prada,Lingerie,771.56,0.0,0,425
1110,8803,2025-02-04,47,1,new,Defective,ineligible,4387,Loewe,Jeans,1654.16,0.0,0,1500
1111,8008,2024-07-16,32,1,worn,Too large,ineligible,3994,H&M,Accessories,70.86,0.0,0,1175
1112,4368,2024-03-28,18,1,tried-on,Too small,needs_review,2195,Loewe,Swimwear,994.61,0.0,0,167
1113,2197,2024-11-11,38,1,new,Too small,ineligible,1088,Zara,Accessories,115.01,0.0,0,1118
1114,9561,2024-08-06,10,1,new,No reason,eligible,4753,Chanel,Swimwear,757.83,0.0,0,1110
1115,6223,2024-07-12,18,0,new,Changed mind,needs_review,3108,Under Armour,Footwear,106.97,0.0,0,508
1116,12975,2025-01-08,40,1,tried-on,Wrong item,ineligible,6506,Zara,Beauty,53.62,0.0,0,415
1117,8771,2024-11-05,45,1,tried-on,Too small,ineligible,4373,H&M,Outerwear,57.12,0.0,0,1176
1118,15660,2025-09-09,37,1,new,Changed mind,eligible,7841,Under Armour,Dresses,61.35,4.36,1,1131
1119,12541,2025-08-26,39,1,worn,Too large,ineligible,6279,Zara,Jeans,51.99,0.0,0,1240
1120,11038,2025-03-21,35,1,tried-on,Wrong item,ineligible,5514,Chanel,Activewear,972.08,0.0,0,480
1121,6061,2024-05-11,10,1,new,Changed mind,eligible,3032,Loewe,Activewear,841.34,0.0,0,583
1122,13091,2025-10-15,39,1,new,Wrong item,ineligible,6565,Zara,Dresses,72.38,0.0,0,1052
1123,12149,2025-05-04,52,1,new,Wrong item,eligible,6086,Under Armour,Jeans,63.12,0.0,0,487
1124,7196,2024-10-11,8,1,new,Too small,eligible,3582,Chanel,Outerwear,3449.96,0.0,0,502
1125,8738,2025-01-20,36,1,new,Too large,eligible,4357,Under Armour,Home,91.98,0.0,0,755
1126,12426,2024-11-30,47,1,tried-on,Too small,ineligible,6222,H&M,Jeans,82.13,0.0,0,785
1127,989,2025-05-14,4,1,new,Defective,eligible,485,Under Armour,Swimwear,124.8,0.0,0,714
1128,12422,2024-02-05,7,1,new,No reason,eligible,6221,H&M,Jeans,95.12,0.0,0,1344
1129,15986,2024-06-13,39,0,new,Changed mind,ineligible,7992,Zara,Swimwear,87.2,20.59,1,959
1130,10878,2024-01-21,16,1,new,Too small,eligible,5427,Urban Outfitters,Bags,70.59,0.0,0,243
1131,7731,2024-01-21,31,1,damaged,Changed mind,ineligible,3855,Gucci,Dresses,1739.99,0.0,0,466
1132,11065,2025-01-21,25,1,tried-on,No reason,ineligible,5529,Prada,Activewear,1053.42,0.0,0,1150
1133,5662,2025-11-14,8,1,new,Too small,eligible,2842,Gucci,Home,698.76,0.0,0,1266
1134,6671,2024-09-22,4,1,new,Wrong item,eligible,3320,Zara,Home,37.98,0.0,0,1267
1135,8862,2025-08-11,40,1,new,Changed mind,ineligible,4414,Shein,Outerwear,17.93,0.0,0,421
1136,8771,2024-10-12,21,1,new,Defective,eligible,4373,H&M,Outerwear,57.12,0.0,0,1176
1137,5141,2025-02-15,5,0,damaged,No reason,ineligible,2579,Loewe,Jeans,964.4,0.0,0,1382
1138,333,2025-01-31,7,0,new,Defective,needs_review,158,H&M,Outerwear,60.8,0.0,0,1327
1139,15328,2025-09-12,24,0,new,Wrong item,ineligible,7678,Loewe,Jeans,1121.94,0.0,0,139
1140,11500,2025-04-16,13,1,new,Wrong item,eligible,5746,Shein,Outerwear,29.94,9.42,1,34
1141,2629,2024-01-20,35,1,tried-on,No reason,needs_review,1317,Zara,Jeans,41.22,14.03,1,247
1142,4581,2025-04-24,57,0,new,No reason,ineligible,2305,Urban Outfitters,Tops,35.53,9.37,1,1472
1143,14952,2025-07-13,38,1,tried-on,Too large,ineligible,7490,Girlfriend Collective,Home,123.83,0.0,0,422
1144,14492,2024-08-31,36,1,new,No reason,needs_review,7263,Urban Outfitters,Lingerie,61.87,0.0,0,511
1145,10189,2024-02-21,26,1,new,Too small,eligible,5082,Zara,Tops,46.25,0.0,0,1371
1146,9152,2025-03-16,45,1,new,Changed mind,ineligible,4556,Loewe,Dresses,1418.07,0.0,0,104
1147,6581,2025-06-27,29,1,new,Changed mind,ineligible,3277,Loewe,Beauty,761.76,0.0,0,1219
1148,10854,2025-01-03,12,1,tried-on,Too large,eligible,5413,H&M,Swimwear,38.61,0.0,0,792
1149,2916,2025-11-13,37,1,tried-on,Too small,ineligible,1460,Prada,Dresses,2033.68,0.0,0,1324
1150,7587,2024-09-12,59,1,worn,Too large,ineligible,3782,H&M,Swimwear,62.04,0.0,0,208
1151,1186,2025-04-26,26,1,tried-on,No reason,eligible,582,Shein,Swimwear,33.03,9.4,1,1113
1152,73,2024-09-30,37,1,worn,Too small,ineligible,32,Urban Outfitters,Dresses,102.05,5.9,1,400
1153,3737,2024-06-06,27,1,new,Changed mind,eligible,1883,Urban Outfitters,Lingerie,65.11,0.0,0,69
1154,12154,2025-02-05,16,1,new,Wrong item,eligible,6088,Girlfriend Collective,Accessories,86.25,0.0,0,146
1155,1618,2024-12-04,45,1,new,Too small,eligible,790,Under Armour,Dresses,118.33,0.0,0,836
1156,12830,2025-06-06,0,1,new,No reason,eligible,6427,Chanel,Accessories,432.58,0.0,0,678
1157,2909,2025-09-24,42,1,tried-on,Changed mind,ineligible,1457,Loewe,Jeans,1466.29,0.0,0,570
1158,5651,2023-12-28,38,1,new,Defective,ineligible,2836,Girlfriend Collective,Outerwear,102.11,22.15,1,1043
1159,8214,2025-08-22,10,1,new,No reason,eligible,4097,Zara,Bags,77.87,0.0,0,661
1160,10928,2024-01-02,23,1,new,Defective,ineligible,5456,Shein,Beauty,26.42,0.0,0,221
1161,1435,2025-07-14,43,1,new,No reason,ineligible,702,Under Armour,Beauty,64.21,6.93,1,936
1162,14637,2025-03-23,37,1,new,Defective,needs_review,7335,Shein,Footwear,29.08,0.0,0,993
1163,13094,2024-06-05,24,1,new,No reason,eligible,6567,Girlfriend Collective,Accessories,89.38,0.0,0,376
1164,3072,2024-03-13,33,1,new,No reason,needs_review,1540,Zara,Home,91.1,0.0,0,63
1165,13208,2025-05-29,17,1,new,Too small,needs_review,6626,Chanel,Accessories,585.25,0.0,0,419
1166,12021,2024-10-18,41,1,damaged,No reason,ineligible,6021,Girlfriend Collective,Bags,30.0,1.67,1,571
1167,7351,2024-04-28,48,0,new,Defective,ineligible,3659,Urban Outfitters,Bags,30.89,3.78,1,958
1168,8956,2024-02-23,60,1,new,Too large,ineligible,4454,Urban Outfitters,Lingerie,20.0,0.0,0,1086
1169,7764,2024-08-19,26,0,new,Wrong item,needs_review,3872,Under Armour,Tops,91.1,0.0,0,1287
1170,639,2025-11-09,13,1,new,No reason,eligible,310,Loewe,Activewear,895.71,0.0,0,995
1171,11207,2025-04-19,28,1,new,Wrong item,eligible,5606,Under Armour,Footwear,38.23,0.0,0,381
1172,14802,2024-12-05,57,1,new,No reason,ineligible,7415,Urban Outfitters,Lingerie,39.14,0.0,0,288
1173,2603,2025-10-02,44,1,new,Wrong item,ineligible,1302,H&M,Jeans,97.34,0.0,0,689
1174,13234,2024-07-02,35,1,new,Too large,needs_review,6641,Urban Outfitters,Outerwear,69.58,0.0,0,1424
1175,14058,2024-06-17,56,1,new,Changed mind,ineligible,7047,Urban Outfitters,Lingerie,107.62,9.2,1,692
1176,12379,2024-11-01,51,1,worn,Wrong item,ineligible,6199,Shein,Jeans,16.34,0.0,0,958
1177,10579,2025-07-24,45,1,new,Changed mind,ineligible,5278,Gucci,Jeans,1329.7,0.0,0,526
1178,6262,2025-06-01,48,1,new,Too small,ineligible,3125,Girlfriend Collective,Home,87.63,0.0,0,1484
1179,4735,2025-01-16,23,1,new,Defective,eligible,2381,Zara,Jeans,102.79,0.0,0,921
1180,15646,2025-05-16,13,1,new,Too large,eligible,7835,Urban Outfitters,Home,80.0,0.0,0,955
1181,6203,2024-11-30,41,1,new,Wrong item,ineligible,3096,Girlfriend Collective,Outerwear,83.88,17.76,1,449
1182,12747,2025-07-01,33,1,new,Too large,needs_review,6388,Girlfriend Collective,Tops,126.8,0.0,0,1470
1183,12308,2025-10-02,17,1,new,No reason,eligible,6165,H&M,Jeans,46.16,0.0,0,1408
1184,3028,2024-06-04,57,1,new,Wrong item,ineligible,1515,Zara,Swimwear,52.08,0.0,0,1402
1185,1556,2024-07-01,3,1,tried-on,No reason,eligible,762,Gucci,Jeans,1485.2,0.0,0,175
1186,14137,2025-04-30,33,1,new,Too large,ineligible,7087,Loewe,Home,1089.44,0.0,0,16
1187,12658,2024-07-31,55,1,new,Defective,ineligible,6342,Shein,Activewear,24.35,0.0,0,1120
1188,813,2024-12-29,25,1,tried-on,Defective,ineligible,399,Loewe,Beauty,1120.83,0.0,0,612
1189,8822,2023-12-31,21,1,worn,No reason,ineligible,4395,Girlfriend Collective,Beauty,69.43,0.0,0,514
1190,7947,2024-05-11,51,1,new,No reason,ineligible,3966,Urban Outfitters,Swimwear,65.91,0.0,0,904
1191,8298,2025-06-12,53,1,new,Too small,ineligible,4139,Shein,Outerwear,14.83,0.0,0,825
1192,8638,2025-08-24,25,1,new,No reason,eligible,4304,Urban Outfitters,Footwear,104.85,26.2,1,1043
1193,2637,2024-04-13,8,1,new,Defective,eligible,1320,Shein,Activewear,23.94,0.0,0,148
1194,10222,2025-03-23,0,1,new,Too large,eligible,5098,Prada,Swimwear,831.35,0.0,0,642
1195,837,2023-12-17,13,1,tried-on,Wrong item,eligible,411,Shein,Tops,17.34,0.0,0,1191
1196,11379,2024-09-28,40,1,new,Too small,ineligible,5689,H&M,Footwear,83.95,0.0,0,722
1197,11572,2024-07-12,60,1,new,No reason,ineligible,5789,Chanel,Jeans,1513.43,0.0,0,400
1198,12106,2024-05-12,53,1,new,No reason,ineligible,6066,Gucci,Tops,2500.0,0.0,0,1395
1199,12531,2024-12-01,9,1,new,No reason,eligible,6274,Loewe,Bags,2651.4,0.0,0,924
1200,14007,2025-01-31,50,1,tried-on,Defective,ineligible,7022,Loewe,Lingerie,982.75,0.0,0,476
1201,5091,2025-02-12,29,0,tried-on,Too large,needs_review,2554,H&M,Jeans,51.42,0.0,0,1113
1202,4067,2025-04-21,9,1,tried-on,Changed mind,eligible,2045,Urban Outfitters,Activewear,55.56,7.31,1,773
1203,10538,2024-11-18,36,0,tried-on,Defective,needs_review,5255,H&M,Dresses,39.75,3.66,1,1279
1204,1710,2025-03-22,49,1,tried-on,Too small,ineligible,835,Loewe,Tops,1493.3,0.0,0,1276
1205,848,2025-07-01,14,1,new,Too large,eligible,416,Prada,Accessories,566.3,0.0,0,1155
1206,15470,2025-07-02,43,1,new,Wrong item,ineligible,7751,H&M,Outerwear,51.58,0.0,0,1400
1207,12822,2024-09-07,30,1,new,Too small,eligible,6423,Zara,Accessories,86.05,25.2,1,1381
1208,8600,2025-11-17,45,0,new,Too large,ineligible,4286,Zara,Swimwear,113.03,8.06,1,1013
1209,9957,2025-08-26,42,1,tried-on,Too small,ineligible,4956,Gucci,Lingerie,710.05,0.0,0,1048
1210,2976,2024-08-29,34,1,tried-on,No reason,ineligible,1487,Loewe,Lingerie,914.15,0.0,0,1163
1211,8046,2025-03-14,46,1,worn,Changed mind,ineligible,4014,Girlfriend Collective,Dresses,78.71,0.0,0,350
1212,9685,2024-07-17,21,1,tried-on,No reason,eligible,4819,Shein,Jeans,13.38,3.04,1,516
1213,14895,2025-10-21,56,1,worn,No reason,ineligible,7462,H&M,Bags,46.11,0.0,0,1369
1214,9326,2024-07-08,54,1,new,Defective,eligible,4639,Under Armour,Jeans,140.9,0.0,0,738
1215,4437,2025-12-09,37,1,tried-on,Defective,needs_review,2227,Urban Outfitters,Jeans,89.8,0.0,0,1057
1216,6020,2025-12-27,60,0,new,No reason,ineligible,3014,H&M,Footwear,98.61,26.67,1,999
1217,2654,2025-01-14,7,1,damaged,Too large,ineligible,1329,Girlfriend Collective,Lingerie,53.23,0.0,0,397
1218,15433,2024-12-30,52,1,new,No reason,eligible,7731,Under Armour,Bags,103.14,0.0,0,284
1219,14065,2025-09-08,10,1,new,Defective,eligible,7051,Zara,Footwear,96.74,0.0,0,1289
1220,10303,2025-09-05,58,1,new,Defective,eligible,5137,Under Armour,Footwear,174.79,0.0,0,190
1221,6460,2025-04-21,35,1,tried-on,No reason,needs_review,3219,Urban Outfitters,Bags,53.46,0.0,0,1339
1222,12545,2024-06-14,24,1,new,Defective,eligible,6281,Zara,Home,94.27,15.85,1,1396
