return_id,order_item_id,request_date,days_since_purchase,receipt_flag,item_condition,return_reason,label
973,7838,2025-07-12,8,1,new,Too small,ineligible
974,9648,2024-11-29,54,1,new,Too large,ineligible
975,10879,2024-02-11,37,1,tried-on,Too small,needs_review
976,6336,2025-08-07,27,1,tried-on,Too large,eligible
977,8194,2025-10-22,41,1,new,Too large,ineligible
978,2479,2024-05-27,48,1,new,Too large,ineligible
979,8319,2024-09-03,13,1,worn,Wrong item,ineligible
980,4283,2025-06-04,9,1,tried-on,Changed mind,eligible
981,6695,2025-11-24,44,1,new,Too large,ineligible
982,5143,2025-03-30,48,0,new,No reason,ineligible
983,3868,2024-07-14,47,1,new,Changed mind,ineligible
984,7722,2024-03-16,29,1,new,No reason,ineligible
985,445,2025-07-26,8,1,new,Too large,eligible
986,5605,2025-10-01,34,1,tried-on,Wrong item,needs_review
987,15567,2024-02-25,47,1,new,Too large,eligible
988,6722,2024-07-31,53,1,tried-on,Too small,ineligible
989,2604,2025-10-31,5,1,tried-on,Too large,eligible
990,7529,2024-06-16,30,1,new,No reason,eligible
991,15937,2024-06-26,56,1,worn,Too large,ineligible
992,14660,2024-11-04,33,1,tried-on,Too large,needs_review
993,11710,2024-05-28,18,1,tried-on,No reason,eligible
994,4519,2025-04-22,58,1,new,Too small,ineligible
995,10343,2024-07-09,39,1,new,Too small,ineligible
996,2010,2025-12-24,55,1,new,Too large,eligible
997,4790,2024-03-28,42,0,tried-on,Defective,needs_review
998,12957,2025-11-12,14,1,damaged,No reason,ineligible
999,11348,2024-12-18,57,1,new,No reason,eligible
1000,714,2025-04-18,42,1,tried-on,No reason,ineligible
1001,15427,2025-05-25,2,1,new,Too large,eligible
1002,15427,2025-06-23,31,1,new,Defective,needs_review
1003,2437,2024-04-08,29,1,new,No reason,ineligible
1004,8031,2025-06-14,2,1,new,Changed mind,eligible
1005,12960,2025-04-16,59,1,new,Too small,ineligible
1006,2412,2025-06-27,9,0,tried-on,Too small,needs_review
1007,6215,2024-12-29,53,1,new,No reason,eligible
1008,1238,2024-12-03,27,1,new,Changed mind,eligible
1009,7591,2025-11-16,33,1,new,Too large,needs_review
1010,1604,2025-05-02,33,1,new,Defective,needs_review
1011,9434,2025-02-04,17,1,new,Too large,eligible
1012,10140,2025-09-21,1,1,new,No reason,eligible
1013,10347,2024-07-02,14,1,tried-on,Wrong item,eligible
1014,5251,2024-05-01,9,1,new,Defective,eligible
1015,15275,2025-03-06,31,1,new,Changed mind,eligible
1016,12219,2024-05-11,48,1,worn,Too large,ineligible
1017,15662,2024-03-22,13,1,tried-on,Defective,eligible
1018,13632,2025-08-05,35,1,new,Changed mind,needs_review
1019,687,2025-10-13,52,1,new,Wrong item,eligible
1020,10620,2024-12-11,20,1,new,Too small,needs_review
1021,1695,2025-06-02,24,1,tried-on,Defective,ineligible
1022,5149,2025-12-04,48,1,tried-on,No reason,eligible
1023,15094,2025-08-09,60,1,new,Too small,ineligible
1024,7114,2025-12-01,30,1,worn,Defective,ineligible
1025,1066,2024-02-20,13,1,tried-on,Too large,eligible
1026,2527,2024-06-17,12,1,new,Too small,eligible
1027,4695,2024-09-06,42,0,damaged,Wrong item,ineligible
1028,12902,2025-03-28,59,1,tried-on,No reason,ineligible
1029,3253,2025-09-13,17,1,worn,Defective,ineligible
1030,15015,2025-05-21,42,1,new,Defective,ineligible
1031,12214,2025-01-16,44,1,new,Wrong item,ineligible
1032,6936,2025-09-06,1,1,tried-on,Changed mind,eligible
1033,14827,2024-12-24,30,0,new,Wrong item,needs_review
1034,1223,2025-03-12,18,1,new,No reason,needs_review
1035,11785,2025-03-11,39,1,worn,No reason,ineligible
1036,6370,2024-12-04,26,1,new,Too small,ineligible
1037,15332,2025-11-27,41,1,new,Changed mind,ineligible
1038,10429,2024-02-16,60,1,tried-on,Too small,ineligible
1039,3926,2024-08-21,39,0,damaged,Too large,ineligible
1040,14661,2025-06-02,17,1,new,Defective,eligible
1041,12705,2025-03-17,8,1,tried-on,No reason,eligible
1042,13958,2025-01-21,55,1,tried-on,No reason,ineligible
1043,15209,2025-12-02,31,1,new,Wrong item,needs_review
1044,11670,2024-11-21,50,1,new,Wrong item,ineligible
1045,10469,2024-10-28,14,1,new,Changed mind,eligible
1046,3031,2025-12-28,56,1,tried-on,No reason,eligible
1047,7044,2025-08-05,7,1,worn,Too small,ineligible
1048,901,2024-07-04,53,1,tried-on,Changed mind,ineligible
1049,5107,2024-11-20,33,0,new,Defective,needs_review
1050,8832,2025-11-12,6,1,new,Wrong item,eligible
1051,5594,2025-03-03,27,1,tried-on,Changed mind,ineligible
1052,8243,2025-08-21,1,1,new,Wrong item,eligible
1053,3481,2025-12-02,35,1,new,Wrong item,needs_review
1054,12571,2025-12-18,50,1,tried-on,Too large,ineligible
1055,11488,2025-03-14,39,1,new,Too large,ineligible
1056,7308,2025-05-27,49,1,tried-on,No reason,ineligible
1057,14258,2025-08-20,37,0,new,Wrong item,ineligible
1058,9489,2025-07-22,11,1,tried-on,Too large,ineligible
1059,10785,2025-11-02,46,1,damaged,Wrong item,ineligible
1060,13980,2024-06-21,34,1,tried-on,Too small,ineligible
1061,9349,2025-05-08,47,1,new,Changed mind,ineligible
1062,7527,2024-06-01,54,1,new,No reason,ineligible
1063,2295,2024-09-06,29,1,new,No reason,eligible
1064,13236,2024-06-09,51,1,tried-on,Too large,ineligible
1065,7922,2024-05-13,58,1,worn,Too small,ineligible
1066,8185,2025-02-13,49,1,damaged,Defective,ineligible
1067,6398,2024-07-14,9,1,tried-on,Defective,eligible
1068,13093,2024-01-22,26,1,tried-on,Too small,ineligible
1069,7340,2024-09-27,21,1,tried-on,Changed mind,eligible
1070,1330,2024-09-19,48,1,new,Defective,ineligible
1071,2515,2025-03-27,16,1,new,Too small,eligible
1072,13499,2025-11-01,40,1,new,Changed mind,eligible
1073,5904,2025-11-19,21,1,new,Defective,eligible
1074,3018,2024-10-18,8,1,tried-on,Defective,eligible
1075,2821,2025-08-12,36,1,tried-on,No reason,needs_review
1076,11077,2024-03-31,0,1,new,Defective,eligible
1077,9386,2025-10-16,16,1,new,Defective,eligible
1078,14862,2024-04-19,4,1,new,Too large,eligible
1079,3348,2025-04-12,38,0,tried-on,Defective,ineligible
1080,12614,2024-01-13,59,1,tried-on,Too large,ineligible
1081,9456,2024-06-21,36,1,tried-on,No reason,needs_review
1082,10896,2024-05-31,18,1,tried-on,Too large,eligible
1083,3150,2025-05-10,27,1,new,Changed mind,ineligible
1084,8174,2025-06-18,33,1,new,Too small,needs_review
1085,6017,2025-07-03,47,1,tried-on,Too large,eligible
1086,6712,2024-11-21,13,1,new,Too small,eligible
1087,12220,2025-06-04,43,1,new,Wrong item,ineligible
1088,13975,2024-06-23,18,1,new,Changed mind,ineligible
1089,8959,2025-08-25,5,1,new,Too large,eligible
1090,7952,2025-03-19,15,1,tried-on,Wrong item,eligible
1091,2983,2024-09-16,9,1,new,Changed mind,eligible
1092,8648,2024-11-23,26,1,new,Defective,ineligible
1093,114,2025-08-19,52,1,tried-on,Too large,ineligible
1094,12516,2024-09-06,30,1,tried-on,Too large,eligible
1095,6399,2024-08-07,33,1,tried-on,No reason,ineligible
1096,3663,2024-11-19,9,1,new,Wrong item,eligible
1097,15732,2024-10-20,17,1,worn,No reason,ineligible
1098,10771,2024-12-29,23,1,new,Wrong item,eligible
1099,4134,2025-07-06,4,1,damaged,Too small,ineligible
1100,9128,2025-02-27,56,1,new,No reason,ineligible
1101,4866,2024-08-16,43,1,new,Changed mind,ineligible
1102,15259,2025-11-10,31,1,new,Too large,needs_review
1103,5122,2023-12-26,30,1,new,Changed mind,ineligible
1104,4570,2024-09-23,35,1,new,No reason,ineligible
1105,15174,2024-10-19,54,1,new,Defective,ineligible
1106,9339,2024-04-16,54,1,damaged,Too large,ineligible
1107,2015,2024-09-23,14,1,tried-on,No reason,eligible
1108,15825,2024-09-03,51,1,new,Too small,ineligible
1109,10161,2025-03-18,17,1,tried-on,Wrong item,needs_review
1110,8803,2025-02-04,47,1,new,Defective,ineligible
1111,8008,2024-07-16,32,1,worn,Too large,ineligible
1112,4368,2024-03-28,18,1,tried-on,Too small,needs_review
1113,2197,2024-11-11,38,1,new,Too small,ineligible
1114,9561,2024-08-06,10,1,new,No reason,eligible
1115,6223,2024-07-12,18,0,new,Changed mind,needs_review
1116,12975,2025-01-08,40,1,tried-on,Wrong item,ineligible
1117,8771,2024-11-05,45,1,tried-on,Too small,ineligible
1118,15660,2025-09-09,37,1,new,Changed mind,eligible
1119,12541,2025-08-26,39,1,worn,Too large,ineligible
1120,11038,2025-03-21,35,1,tried-on,Wrong item,ineligible
1121,6061,2024-05-11,10,1,new,Changed mind,eligible
1122,13091,2025-10-15,39,1,new,Wrong item,ineligible
1123,12149,2025-05-04,52,1,new,Wrong item,eligible
1124,7196,2024-10-11,8,1,new,Too small,eligible
1125,8738,2025-01-20,36,1,new,Too large,eligible
1126,12426,2024-11-30,47,1,tried-on,Too small,ineligible
1127,989,2025-05-14,4,1,new,Defective,eligible
1128,12422,2024-02-05,7,1,new,No reason,eligible
1129,15986,2024-06-13,39,0,new,Changed mind,ineligible
1130,10878,2024-01-21,16,1,new,Too small,eligible
1131,7731,2024-01-21,31,1,damaged,Changed mind,ineligible
1132,11065,2025-01-21,25,1,tried-on,No reason,ineligible
1133,5662,2025-11-14,8,1,new,Too small,eligible
1134,6671,2024-09-22,4,1,new,Wrong item,eligible
1135,8862,2025-08-11,40,1,new,Changed mind,ineligible
1136,8771,2024-10-12,21,1,new,Defective,eligible
1137,5141,2025-02-15,5,0,damaged,No reason,ineligible
1138,333,2025-01-31,7,0,new,Defective,needs_review
1139,15328,2025-09-12,24,0,new,Wrong item,ineligible
1140,11500,2025-04-16,13,1,new,Wrong item,eligible
1141,2629,2024-01-20,35,1,tried-on,No reason,needs_review
1142,4581,2025-04-24,57,0,new,No reason,ineligible
1143,14952,2025-07-13,38,1,tried-on,Too large,ineligible
1144,14492,2024-08-31,36,1,new,No reason,needs_review
1145,10189,2024-02-21,26,1,new,Too small,eligible
1146,9152,2025-03-16,45,1,new,Changed mind,ineligible
1147,6581,2025-06-27,29,1,new,Changed mind,ineligible
1148,10854,2025-01-03,12,1,tried-on,Too large,eligible
1149,2916,2025-11-13,37,1,tried-on,Too small,ineligible
1150,7587,2024-09-12,59,1,worn,Too large,ineligible
1151,1186,2025-04-26,26,1,tried-on,No reason,eligible
1152,73,2024-09-30,37,1,worn,Too small,ineligible
1153,3737,2024-06-06,27,1,new,Changed mind,eligible
1154,12154,2025-02-05,16,1,new,Wrong item,eligible
1155,1618,2024-12-04,45,1,new,Too small,eligible
1156,12830,2025-06-06,0,1,new,No reason,eligible
1157,2909,2025-09-24,42,1,tried-on,Changed mind,ineligible
1158,5651,2023-12-28,38,1,new,Defective,ineligible
1159,8214,2025-08-22,10,1,new,No reason,eligible
1160,10928,2024-01-02,23,1,new,Defective,ineligible
1161,1435,2025-07-14,43,1,new,No reason,ineligible
1162,14637,2025-03-23,37,1,new,Defective,needs_review
1163,13094,2024-06-05,24,1,new,No reason,eligible
1164,3072,2024-03-13,33,1,new,No reason,needs_review
1165,13208,2025-05-29,17,1,new,Too small,needs_review
1166,12021,2024-10-18,41,1,damaged,No reason,ineligible
1167,7351,2024-04-28,48,0,new,Defective,ineligible
1168,8956,2024-02-23,60,1,new,Too large,ineligible
1169,7764,2024-08-19,26,0,new,Wrong item,needs_review
1170,639,2025-11-09,13,1,new,No reason,eligible
1171,11207,2025-04-19,28,1,new,Wrong item,eligible
1172,14802,2024-12-05,57,1,new,No reason,ineligible
1173,2603,2025-10-02,44,1,new,Wrong item,ineligible
1174,13234,2024-07-02,35,1,new,Too large,needs_review
1175,14058,2024-06-17,56,1,new,Changed mind,ineligible
1176,12379,2024-11-01,51,1,worn,Wrong item,ineligible
1177,10579,2025-07-24,45,1,new,Changed mind,ineligible
1178,6262,2025-06-01,48,1,new,Too small,ineligible
1179,4735,2025-01-16,23,1,new,Defective,eligible
1180,15646,2025-05-16,13,1,new,Too large,eligible
1181,6203,2024-11-30,41,1,new,Wrong item,ineligible
1182,12747,2025-07-01,33,1,new,Too large,needs_review
1183,12308,2025-10-02,17,1,new,No reason,eligible
1184,3028,2024-06-04,57,1,new,Wrong item,ineligible
1185,1556,2024-07-01,3,1,tried-on,No reason,eligible
1186,14137,2025-04-30,33,1,new,Too large,ineligible
1187,12658,2024-07-31,55,1,new,Defective,ineligible
1188,813,2024-12-29,25,1,tried-on,Defective,ineligible
1189,8822,2023-12-31,21,1,worn,No reason,ineligible
1190,7947,2024-05-11,51,1,new,No reason,ineligible
1191,8298,2025-06-12,53,1,new,Too small,ineligible
1192,8638,2025-08-24,25,1,new,No reason,eligible
1193,2637,2024-04-13,8,1,new,Defective,eligible
1194,10222,2025-03-23,0,1,new,Too large,eligible
1195,837,2023-12-17,13,1,tried-on,Wrong item,eligible
1196,11379,2024-09-28,40,1,new,Too small,ineligible
1197,11572,2024-07-12,60,1,new,No reason,ineligible
1198,12106,2024-05-12,53,1,new,No reason,ineligible
1199,12531,2024-12-01,9,1,new,No reason,eligible
1200,14007,2025-01-31,50,1,tried-on,Defective,ineligible
1201,5091,2025-02-12,29,0,tried-on,Too large,needs_review
1202,4067,2025-04-21,9,1,tried-on,Changed mind,eligible
1203,10538,2024-11-18,36,0,tried-on,Defective,needs_review
1204,1710,2025-03-22,49,1,tried-on,Too small,ineligible
1205,848,2025-07-01,14,1,new,Too large,eligible
1206,15470,2025-07-02,43,1,new,Wrong item,ineligible
1207,12822,2024-09-07,30,1,new,Too small,eligible
1208,8600,2025-11-17,45,0,new,Too large,ineligible
1209,9957,2025-08-26,42,1,tried-on,Too small,ineligible
1210,2976,2024-08-29,34,1,tried-on,No reason,ineligible
1211,8046,2025-03-14,46,1,worn,Changed mind,ineligible
1212,9685,2024-07-17,21,1,tried-on,No reason,eligible
1213,14895,2025-10-21,56,1,worn,No reason,ineligible
1214,9326,2024-07-08,54,1,new,Defective,eligible
1215,4437,2025-12-09,37,1,tried-on,Defective,needs_review
1216,6020,2025-12-27,60,0,new,No reason,ineligible
1217,2654,2025-01-14,7,1,damaged,Too large,ineligible
1218,15433,2024-12-30,52,1,new,No reason,eligible
1219,14065,2025-09-08,10,1,new,Defective,eligible
1220,10303,2025-09-05,58,1,new,Defective,eligible
1221,6460,2025-04-21,35,1,tried-on,No reason,needs_review
1222,12545,2024-06-14,24,1,new,Defective,eligible
1223,15768,2024-10-28,20,1,new,Too small,needs_review
1224,14930,2024-09-21,12,1,new,Defective,eligible
1225,6148,2025-09-02,49,1,new,Defective,ineligible
1226,14747,2025-09-25,6,0,tried-on,Changed mind,needs_review
1227,5864,2025-08-29,2,1,new,Defective,ineligible
1228,9340,2024-11-11,7,1,tried-on,Defective,eligible
1229,1531,2025-01-27,31,0,new,Too small,needs_review
1230,15745,2024-10-19,6,1,tried-on,Too small,eligible
1231,14308,2024-08-30,33,1,damaged,No reason,ineligible
1232,9581,2025-03-21,34,1,tried-on,No reason,ineligible
1233,13890,2025-06-25,50,1,new,Defective,ineligible
1234,7004,2024-05-05,22,1,new,Changed mind,eligible
1235,15845,2025-09-14,11,1,new,Too large,eligible
1236,15619,2025-02-08,31,1,new,No reason,needs_review
1237,15258,2024-06-19,2,1,new,Too large,eligible
1238,15248,2025-03-16,52,1,new,Wrong item,ineligible
1239,11692,2025-10-10,51,1,new,Too small,ineligible
1240,4441,2024-03-11,5,1,worn,No reason,ineligible
1241,4172,2024-09-13,33,1,tried-on,Too small,needs_review
1242,14176,2024-11-25,27,1,new,Too large,eligible
1243,3472,2024-04-25,1,0,new,Wrong item,needs_review
1244,14862,2024-04-19,4,1,new,Changed mind,eligible
1245,13,2023-12-30,11,1,new,Changed mind,eligible
1246,8754,2025-04-05,13,0,new,Too large,needs_review
1247,14317,2024-04-14,27,1,worn,Too small,ineligible
1248,1611,2023-12-04,22,1,tried-on,No reason,ineligible
1249,2761,2024-02-16,21,1,damaged,Too small,ineligible
1250,8149,2024-08-22,37,0,worn,Too small,ineligible
1251,4592,2024-04-14,11,1,tried-on,Changed mind,eligible
1252,9013,2025-04-27,7,1,worn,Changed mind,ineligible
1253,3848,2025-09-06,18,1,tried-on,Too large,eligible
1254,7435,2025-01-15,54,1,new,Wrong item,ineligible
1255,14315,2024-02-12,1,1,new,Too small,eligible
1256,10768,2025-11-14,20,1,new,Wrong item,eligible
1257,12399,2025-08-16,53,0,new,No reason,ineligible
1258,13381,2025-11-29,41,1,new,Too large,ineligible
1259,15613,2024-10-10,26,1,new,Wrong item,ineligible
1260,11361,2025-01-08,42,1,new,Too large,ineligible
1261,2122,2024-03-30,11,0,new,Wrong item,needs_review
1262,9641,2024-03-20,20,1,tried-on,Changed mind,ineligible
1263,9632,2025-10-05,50,0,new,Wrong item,ineligible
1264,1158,2024-05-01,3,1,new,No reason,eligible
1265,10804,2024-03-09,29,1,new,Too large,eligible
1266,5314,2025-06-14,42,1,new,Wrong item,ineligible
1267,2844,2024-12-25,0,1,new,No reason,eligible
1268,10989,2025-08-23,29,1,new,Too small,eligible
1269,4411,2024-03-12,39,1,new,Too large,eligible
1270,8513,2024-11-23,31,1,new,Too small,ineligible
1271,13573,2025-05-24,21,1,tried-on,No reason,eligible
1272,3480,2025-11-11,14,1,new,Too small,eligible
1273,1349,2024-07-30,26,1,new,Defective,eligible
1274,9638,2025-12-21,47,1,new,Changed mind,ineligible
1275,5744,2025-12-29,60,1,new,Too large,ineligible
1276,4058,2024-07-17,23,1,new,Defective,eligible
1277,13824,2023-12-09,30,1,new,Changed mind,ineligible
1278,9158,2024-08-23,46,1,new,No reason,ineligible
1279,5338,2024-09-17,17,1,tried-on,Wrong item,needs_review
1280,6899,2025-07-26,39,1,new,Too small,ineligible
1281,15721,2024-04-13,42,1,new,Wrong item,ineligible
1282,2459,2025-08-13,3,1,damaged,No reason,ineligible
1283,1888,2024-07-04,57,0,new,Changed mind,ineligible
1284,16001,2024-01-22,4,1,new,Changed mind,eligible
1285,13379,2025-11-15,27,1,new,Changed mind,eligible
1286,10288,2025-04-24,54,1,tried-on,No reason,ineligible
1287,5568,2025-06-29,33,1,tried-on,Too small,needs_review
1288,10272,2024-06-20,42,1,tried-on,Wrong item,ineligible
1289,11994,2025-07-18,58,0,new,Too large,ineligible
1290,5257,2023-12-14,11,1,worn,Changed mind,ineligible
1291,8720,2024-02-12,45,1,tried-on,Too large,ineligible
1292,13792,2024-07-22,52,1,tried-on,Too small,ineligible
1293,10667,2025-05-16,44,1,worn,Changed mind,ineligible
1294,5886,2025-03-02,45,1,damaged,Defective,ineligible
1295,1196,2024-01-18,57,1,worn,Wrong item,ineligible
1296,10532,2025-08-22,17,0,new,Wrong item,needs_review
1297,10392,2024-09-20,56,1,worn,Changed mind,ineligible
1298,12652,2024-01-29,14,1,new,Defective,eligible
1299,5766,2024-12-13,0,1,tried-on,Changed mind,eligible
1300,5336,2024-06-20,11,1,new,No reason,eligible
1301,9838,2025-08-14,20,1,tried-on,No reason,eligible
1302,12238,2024-07-09,48,1,new,Defective,ineligible
1303,7159,2025-03-31,22,1,tried-on,No reason,ineligible
1304,13734,2025-04-11,54,1,new,Too large,ineligible
1305,5021,2024-02-08,25,0,new,Too large,needs_review
1306,10395,2024-07-06,51,1,new,Too large,ineligible
1307,3566,2024-07-17,44,1,worn,Defective,ineligible
1308,14028,2024-11-08,30,1,tried-on,Defective,ineligible
1309,1281,2025-05-16,40,1,tried-on,No reason,ineligible
1310,8099,2024-10-09,8,1,new,Defective,eligible
1311,414,2024-09-02,5,0,new,Wrong item,needs_review
1312,1435,2025-07-01,30,1,new,No reason,ineligible
1313,11723,2025-04-28,31,0,new,Changed mind,needs_review
1314,9818,2024-09-23,9,1,new,Wrong item,eligible
1315,12204,2025-11-18,33,1,new,Defective,needs_review
1316,15607,2024-03-16,49,1,new,Too small,eligible
1317,15073,2024-01-07,43,0,new,Changed mind,ineligible
1318,12544,2024-12-30,11,1,tried-on,Wrong item,eligible
1319,3612,2024-12-16,4,1,tried-on,No reason,eligible
1320,3055,2024-12-05,28,1,tried-on,Defective,eligible
1321,8008,2024-06-17,3,1,tried-on,No reason,eligible
1322,2829,2025-01-01,19,1,new,Too small,eligible
1323,3485,2025-05-27,28,1,new,Too large,ineligible
1324,5358,2024-12-14,25,1,new,Wrong item,eligible
1325,9946,2025-08-11,53,0,tried-on,Defective,ineligible
1326,5483,2025-07-03,37,1,new,No reason,ineligible
1327,9975,2024-08-28,28,1,tried-on,Too small,eligible
1328,6148,2025-07-21,6,1,tried-on,Changed mind,eligible
1329,10896,2024-05-25,12,1,new,Too large,eligible
1330,9902,2025-01-10,9,0,new,Changed mind,needs_review
1331,13043,2025-02-25,0,1,damaged,Too large,ineligible
1332,162,2024-02-08,4,1,new,Too small,eligible
1333,5623,2025-09-16,14,1,tried-on,Too small,eligible
1334,4850,2025-09-27,4,1,new,Too small,eligible
1335,586,2025-03-11,10,0,new,Changed mind,ineligible
1336,7136,2024-06-22,3,0,new,Too large,needs_review
1337,6269,2025-04-18,35,1,tried-on,Too small,needs_review
1338,2214,2024-02-16,54,1,new,Wrong item,ineligible
1339,5866,2024-12-03,28,1,new,No reason,ineligible
1340,11634,2024-11-29,21,1,tried-on,No reason,needs_review
1341,1483,2025-08-27,42,1,new,Changed mind,ineligible
1342,9465,2025-11-15,20,1,new,Too small,eligible
1343,15582,2025-11-02,53,1,tried-on,Too small,ineligible
1344,11452,2025-09-15,35,1,new,Wrong item,ineligible
1345,9608,2024-07-25,21,1,new,Defective,needs_review
1346,13251,2025-05-30,15,1,new,Wrong item,eligible
1347,11825,2024-01-23,14,1,new,Too small,eligible
1348,778,2025-08-03,25,1,worn,No reason,ineligible
1349,11619,2024-03-12,6,1,damaged,Wrong item,ineligible
1350,3611,2024-09-14,37,1,tried-on,Changed mind,needs_review
1351,9432,2025-01-29,11,1,tried-on,Defective,eligible
1352,2578,2025-03-26,26,1,tried-on,Wrong item,eligible
1353,9333,2024-04-06,45,1,new,Changed mind,ineligible
1354,8065,2024-07-14,55,1,worn,Changed mind,ineligible
1355,7890,2023-12-12,13,1,tried-on,Changed mind,eligible
1356,1135,2025-08-01,8,1,new,Changed mind,eligible
1357,13219,2024-12-25,46,1,new,Too small,ineligible
1358,12489,2025-07-27,56,1,damaged,Changed mind,ineligible
1359,2155,2025-09-27,34,1,new,Defective,ineligible
1360,14058,2024-06-17,56,1,new,Changed mind,ineligible
1361,14951,2025-07-12,37,1,new,No reason,needs_review
1362,6927,2024-07-22,15,1,new,Defective,eligible
1363,9997,2025-04-15,8,1,worn,Defective,ineligible
1364,8456,2025-11-20,12,1,new,Changed mind,eligible
1365,4694,2025-11-25,23,1,new,No reason,eligible
1366,3935,2024-01-28,37,1,new,Defective,ineligible
1367,10065,2024-09-14,15,1,new,Changed mind,ineligible
1368,6564,2024-02-01,35,1,new,Defective,needs_review
1369,7766,2024-04-29,10,1,new,Defective,eligible
1370,15451,2025-03-18,26,1,new,Defective,ineligible
1371,724,2024-07-12,32,1,new,Wrong item,ineligible
1372,5426,2025-08-19,52,1,new,Changed mind,ineligible
1373,9370,2024-08-27,20,0,worn,Too large,ineligible
1374,5417,2025-11-08,45,1,tried-on,Too large,ineligible
1375,14987,2024-01-10,17,1,new,Too small,eligible
1376,4615,2025-08-28,38,1,tried-on,Wrong item,eligible
1377,6046,2024-04-09,38,0,new,No reason,ineligible
1378,11666,2023-12-21,38,1,new,Defective,eligible
1379,15397,2024-02-05,60,1,tried-on,Defective,ineligible
1380,13713,2024-07-22,4,1,new,Wrong item,eligible
1381,6849,2024-07-16,20,1,tried-on,Too large,eligible
1382,13652,2024-07-15,9,0,new,Too large,needs_review
1383,9635,2025-10-16,23,1,worn,Changed mind,ineligible
1384,4918,2025-01-31,37,1,new,Changed mind,ineligible
1385,2031,2025-05-30,12,1,tried-on,Defective,eligible
1386,11440,2025-03-12,29,0,new,No reason,ineligible
1387,12673,2025-09-15,31,1,new,No reason,needs_review
1388,9662,2025-01-16,36,1,new,Too large,needs_review
1389,14061,2024-03-31,51,1,new,Too small,ineligible
1390,15985,2024-11-06,35,1,tried-on,Too large,needs_review
1391,5577,2025-04-04,54,0,new,No reason,ineligible
1392,7878,2025-01-22,2,1,new,Defective,eligible
1393,10231,2024-07-22,12,1,new,Changed mind,eligible
1394,4972,2025-07-13,15,1,new,No reason,ineligible
1395,6159,2025-09-12,34,1,new,Too small,needs_review
1396,3168,2024-05-02,28,1,new,Too small,ineligible
1397,13263,2025-03-07,29,1,new,Too large,ineligible
1398,2738,2025-10-10,54,1,worn,Defective,ineligible
1399,14789,2025-10-22,27,1,new,Too small,eligible
1400,2000,2025-08-27,7,1,new,Too large,ineligible
1401,10416,2024-08-06,49,1,new,Too small,ineligible
1402,12688,2025-02-03,37,0,tried-on,No reason,needs_review
1403,9311,2025-09-17,8,1,tried-on,No reason,eligible
1404,8223,2024-07-16,60,1,tried-on,Too small,ineligible
1405,4980,2024-10-06,49,1,new,Wrong item,ineligible
1406,7529,2024-06-08,22,1,new,Defective,eligible
1407,10462,2025-07-13,35,0,new,Defective,ineligible
1408,12545,2024-05-27,6,1,tried-on,Wrong item,eligible
1409,8577,2025-01-02,59,1,damaged,No reason,ineligible
1410,14978,2024-06-15,25,1,new,Defective,ineligible
1411,1813,2024-01-25,56,1,worn,No reason,ineligible
1412,4329,2023-11-30,7,1,new,Defective,eligible
1413,13425,2025-11-10,25,1,new,Changed mind,ineligible
1414,6950,2024-03-18,36,1,new,No reason,needs_review
1415,11987,2024-09-22,39,1,tried-on,Defective,ineligible
1416,14875,2025-12-28,51,1,tried-on,Too large,ineligible
1417,9729,2025-07-18,44,0,new,No reason,ineligible
1418,11385,2025-07-02,15,0,new,Too small,needs_review
1419,12020,2024-09-14,7,1,tried-on,Changed mind,eligible
1420,2224,2025-10-03,31,1,new,Changed mind,needs_review
1421,6725,2025-02-27,9,1,new,Too small,eligible
1422,5980,2025-06-10,12,1,new,Defective,ineligible
1423,11873,2024-05-13,20,1,tried-on,Changed mind,eligible
1424,8337,2024-05-28,26,1,tried-on,Defective,eligible
1425,8027,2025-08-21,20,0,new,Too small,needs_review
1426,2928,2024-02-04,56,1,new,Defective,ineligible
1427,6916,2024-02-19,51,1,worn,Too small,ineligible
1428,302,2024-02-13,28,1,new,Wrong item,ineligible
1429,2817,2024-08-01,4,1,tried-on,Too large,eligible
1430,5918,2024-12-08,4,1,tried-on,Wrong item,eligible
1431,5802,2025-01-13,47,1,damaged,Too small,ineligible
1432,4057,2025-05-09,25,1,tried-on,Changed mind,ineligible
1433,5081,2023-12-19,13,1,new,Too large,eligible
1434,918,2025-08-02,20,1,new,Too large,eligible
1435,2688,2025-10-01,18,1,new,Wrong item,eligible
1436,7223,2025-02-08,35,1,new,Wrong item,needs_review
1437,7796,2025-10-03,46,1,new,Too large,ineligible
1438,9758,2025-07-28,51,1,new,No reason,ineligible
1439,3966,2025-07-30,17,1,tried-on,Too large,needs_review
1440,8304,2024-02-08,4,1,tried-on,Defective,eligible
1441,2373,2024-11-20,3,1,tried-on,Too large,eligible
1442,8056,2024-02-16,34,0,tried-on,No reason,needs_review
1443,7503,2025-05-16,27,1,tried-on,Wrong item,eligible
1444,5820,2024-12-05,31,1,new,Too small,ineligible
1445,3423,2024-10-09,38,1,new,Too large,ineligible
1446,8023,2024-06-24,54,0,new,Defective,ineligible
1447,4093,2024-07-20,36,1,tried-on,Too large,needs_review
1448,6468,2024-12-05,55,1,new,No reason,ineligible
1449,11128,2025-07-25,18,1,new,Changed mind,eligible
1450,8834,2025-12-12,36,1,new,Too large,needs_review
1451,14032,2025-08-21,47,1,new,Wrong item,eligible
