order_id,customer_id,order_date,channel,payment_method,total_value
1947,983,2025-01-12,store,card,922.61
1948,1047,2025-01-10,online,applepay,88.48
1949,894,2024-05-06,store,paypal,49.56
1950,97,2024-05-28,online,card,2774.17
1951,1289,2023-11-21,store,card,1630.05
1952,1399,2024-10-13,store,paypal,3386.45
1953,217,2024-10-02,store,card,188.3
1954,193,2023-12-17,store,giftcard,17.61
1955,570,2025-01-23,online,giftcard,716.13
1956,1208,2025-09-01,online,giftcard,141.47
1957,481,2025-07-28,online,applepay,158.65
1958,1162,2023-11-16,store,applepay,98.68
1959,97,2025-09-25,online,paypal,33.45
1960,673,2024-06-24,online,paypal,177.09
1961,1105,2025-01-22,store,paypal,3251.42
1962,1104,2025-07-25,online,card,130.98
1963,811,2024-11-06,online,giftcard,45.82
1964,696,2024-09-03,store,applepay,173.78
1965,1301,2025-03-12,online,paypal,195.76
1966,187,2024-04-19,online,card,2572.59
1967,543,2024-09-27,store,applepay,1453.39
1968,1431,2024-10-07,online,card,4402.75
1969,1045,2024-08-24,store,giftcard,3932.26
1970,1152,2025-05-07,store,applepay,322.42
1971,551,2024-11-09,store,applepay,64.6
1972,902,2023-12-22,online,card,43.69
1973,367,2024-05-20,store,card,2742.12
1974,862,2025-05-29,online,applepay,82.25
1975,971,2024-02-21,online,applepay,239.62
1976,775,2024-09-03,store,giftcard,114.17
1977,1265,2024-10-22,store,paypal,155.84
1978,175,2025-03-03,online,applepay,859.34
1979,1381,2024-07-13,store,card,126.4
1980,1247,2024-02-09,store,card,71.95
1981,1072,2024-10-23,online,paypal,55.87
1982,1373,2023-12-22,store,card,4262.2
1983,1235,2024-09-27,store,giftcard,2440.89
1984,1390,2025-08-24,online,applepay,198.33
1985,347,2025-02-14,store,applepay,4775.93
1986,786,2024-04-03,store,applepay,117.56
1987,1171,2024-10-08,online,applepay,897.86
1988,11,2024-05-04,store,paypal,233.75
1989,1497,2024-05-30,store,giftcard,828.21
1990,1442,2025-02-03,online,applepay,112.16
1991,1130,2024-12-14,online,giftcard,4704.44
1992,1350,2025-11-08,online,applepay,4924.13
1993,165,2025-02-21,online,card,62.72
1994,75,2024-10-26,store,paypal,241.73
1995,16,2024-12-24,store,giftcard,2978.02
1996,239,2025-09-05,online,applepay,92.78
1997,138,2025-07-13,online,paypal,2340.73
1998,110,2024-03-28,online,paypal,146.09
1999,992,2025-08-30,online,paypal,3506.25
2000,1313,2025-01-06,online,card,130.64
2001,1244,2025-04-24,store,giftcard,90.63
2002,702,2025-10-27,store,giftcard,35.97
2003,261,2024-03-19,store,paypal,955.06
2004,43,2025-02-04,store,giftcard,49.52
2005,1039,2024-06-09,store,card,10.54
2006,34,2025-08-22,store,card,15.94
2007,582,2024-03-10,store,paypal,7208.06
2008,1082,2025-08-30,store,applepay,231.66
2009,1156,2025-04-14,store,applepay,6170.62
2010,410,2025-05-09,online,giftcard,81.13
2011,439,2025-02-28,store,card,41.68
2012,1255,2024-04-20,store,paypal,161.33
2013,150,2025-09-20,store,giftcard,237.9
2014,709,2025-05-03,store,card,66.19
2015,690,2024-08-14,online,card,50.16
2016,916,2024-09-09,store,giftcard,62.11
2017,739,2024-03-19,online,giftcard,3289.05
2018,247,2025-03-21,online,giftcard,593.86
2019,939,2024-06-19,online,paypal,115.52
2020,383,2025-09-07,online,card,4271.95
2021,711,2025-08-31,online,card,24.78
2022,338,2025-06-13,online,card,64.44
2023,1094,2024-01-12,store,applepay,197.35
2024,1206,2025-04-27,store,applepay,153.75
2025,826,2025-05-04,store,paypal,4069.61
2026,65,2023-11-19,store,giftcard,202.72
2027,819,2024-08-31,store,giftcard,114.07
2028,1110,2025-06-01,store,applepay,3001.08
2029,263,2024-01-17,online,giftcard,54.53
2030,157,2024-11-24,store,paypal,1242.67
2031,562,2024-11-07,store,card,5300.78
2032,925,2023-11-30,store,paypal,23.87
2033,147,2025-11-01,online,card,2061.02
2034,1478,2024-11-05,store,applepay,52.64
2035,28,2024-08-03,online,applepay,92.07
2036,447,2024-05-01,online,applepay,66.36
2037,786,2023-11-25,store,paypal,4975.91
2038,575,2025-08-28,store,applepay,901.59
2039,625,2025-11-05,store,applepay,2474.29
2040,1254,2024-04-25,online,applepay,7367.8
2041,1030,2025-04-14,online,giftcard,1682.0
2042,382,2024-06-24,online,applepay,113.67
2043,591,2025-03-04,online,applepay,2382.79
2044,1351,2024-09-12,online,card,2567.34
2045,773,2025-04-12,online,applepay,191.92
2046,1096,2024-12-02,store,card,3464.89
2047,680,2024-04-18,store,card,3660.53
2048,579,2025-06-24,online,card,48.17
2049,962,2024-09-17,store,card,136.27
2050,896,2024-12-05,store,giftcard,189.79
2051,567,2024-04-09,online,applepay,25.52
2052,431,2024-11-24,store,card,4858.87
2053,983,2024-02-27,online,giftcard,58.6
2054,1197,2024-05-05,store,giftcard,5257.59
2055,873,2023-12-18,store,applepay,38.52
2056,1096,2024-09-17,online,applepay,78.79
2057,590,2025-05-08,store,paypal,23.45
2058,599,2024-06-14,online,paypal,39.03
2059,1474,2025-05-21,online,applepay,102.07
2060,675,2025-07-25,online,card,142.34
2061,787,2024-04-23,store,giftcard,104.58
2062,1085,2025-04-27,store,applepay,150.75
2063,195,2025-06-16,store,paypal,94.25
2064,684,2024-06-04,online,giftcard,40.0
2065,280,2024-04-12,store,card,85.98
2066,1167,2025-10-21,online,giftcard,616.57
2067,716,2024-07-26,store,card,155.59
2068,400,2025-06-14,online,paypal,102.66
2069,214,2024-07-04,online,giftcard,199.54
2070,327,2024-11-04,online,giftcard,7735.09
2071,770,2025-07-22,store,card,1057.77
2072,100,2025-09-16,online,card,2423.98
2073,1171,2025-09-29,online,applepay,4213.27
2074,99,2024-05-07,online,card,103.1
2075,98,2024-07-30,online,giftcard,479.29
2076,653,2024-12-30,store,applepay,100.98
2077,1469,2025-09-22,online,paypal,156.63
2078,887,2025-02-12,online,paypal,100.08
2079,1158,2025-07-02,store,paypal,343.29
2080,284,2024-03-17,store,giftcard,1720.37
2081,817,2025-06-18,store,applepay,127.35
2082,369,2025-02-09,store,card,75.92
2083,700,2025-03-29,online,applepay,63.26
2084,423,2024-03-26,online,paypal,42.06
2085,701,2025-09-28,store,giftcard,74.24
2086,165,2024-05-14,online,paypal,70.07
2087,1215,2024-02-12,online,giftcard,708.39
2088,1266,2025-01-07,store,applepay,172.93
2089,1037,2025-02-17,store,card,88.82
2090,203,2025-06-07,store,giftcard,40.93
2091,1371,2024-04-07,online,applepay,20.57
2092,1437,2025-10-02,online,applepay,89.22
2093,975,2024-09-10,store,card,98.56
2094,1015,2024-07-04,online,applepay,193.75
2095,1263,2024-11-27,online,paypal,98.39
2096,895,2024-03-13,online,paypal,174.53
2097,886,2024-08-11,store,applepay,213.25
2098,355,2025-04-12,store,applepay,94.34
2099,469,2024-10-13,online,paypal,153.29
2100,856,2024-11-15,store,card,659.76
2101,752,2025-05-06,store,giftcard,47.23
2102,1131,2024-09-01,store,card,202.82
2103,605,2024-04-13,store,card,55.58
2104,538,2025-03-30,online,paypal,78.06
2105,1256,2024-01-14,store,card,39.39
2106,663,2025-10-18,online,giftcard,77.73
2107,234,2025-11-07,store,giftcard,53.28
2108,30,2024-08-26,store,giftcard,102.37
2109,1384,2025-03-11,online,paypal,837.82
2110,548,2025-01-01,store,applepay,1161.84
2111,687,2024-01-04,store,card,25.95
2112,1233,2024-01-25,online,card,170.68
2113,705,2025-10-17,online,applepay,101.89
2114,649,2025-01-02,store,giftcard,77.01
2115,1403,2024-06-12,store,giftcard,716.64
2116,1055,2024-07-09,store,applepay,4299.24
2117,777,2025-02-05,store,card,119.5
2118,325,2024-03-03,online,applepay,3403.22
2119,640,2023-12-19,online,applepay,1690.43
2120,1072,2025-10-29,online,card,60.9
2121,617,2024-12-12,store,card,39.69
2122,233,2025-09-16,online,giftcard,10.0
2123,441,2024-05-28,store,card,1808.67
2124,472,2025-01-24,online,card,20.36
2125,506,2024-03-23,store,card,60.57
2126,619,2025-02-28,online,paypal,10119.25
2127,1387,2025-02-07,store,giftcard,4436.72
2128,518,2025-04-14,store,card,99.7
2129,846,2025-07-02,online,giftcard,4607.33
2130,971,2025-06-02,store,giftcard,85.53
2131,677,2024-09-27,store,giftcard,75.04
2132,701,2025-07-22,online,card,1159.69
2133,947,2025-10-31,online,card,72.87
2134,917,2024-04-23,store,card,188.18
2135,333,2025-06-26,store,card,95.75
2136,895,2024-09-11,online,applepay,2740.97
2137,1244,2024-12-31,online,applepay,40.36
2138,6,2025-03-26,store,card,211.43
2139,725,2024-07-10,online,applepay,124.46
2140,814,2024-06-13,store,card,1968.67
2141,200,2024-12-31,store,card,142.96
2142,544,2024-02-10,store,paypal,204.45
2143,1442,2024-05-08,store,paypal,35.74
2144,84,2025-07-01,online,giftcard,91.73
2145,1457,2024-04-16,store,giftcard,187.48
2146,1443,2025-01-05,online,paypal,1645.31
2147,352,2023-11-25,store,paypal,2896.5
2148,668,2024-06-29,online,giftcard,86.86
2149,1003,2025-01-31,online,applepay,199.57
2150,938,2023-11-22,store,card,210.65
2151,205,2024-02-21,store,card,113.47
2152,1227,2025-03-26,online,paypal,53.2
2153,819,2025-08-12,store,applepay,33.55
2154,51,2024-03-18,store,giftcard,236.7
2155,1269,2025-05-26,store,paypal,2975.92
2156,1379,2023-11-13,online,applepay,109.21
2157,411,2025-08-06,online,card,1761.6
2158,852,2023-11-21,online,applepay,258.11
2159,344,2025-08-25,online,card,79.19
2160,824,2025-02-05,store,card,2749.83
2161,233,2024-05-28,online,giftcard,54.29
2162,833,2025-07-31,online,giftcard,1960.65
2163,1242,2025-09-05,store,card,59.78
2164,377,2024-03-05,store,paypal,1663.07
2165,1446,2024-11-06,online,applepay,854.28
2166,1066,2024-05-22,store,paypal,98.24
2167,1016,2025-03-20,online,card,2097.72
2168,172,2025-04-28,store,paypal,246.36
2169,296,2025-10-12,online,paypal,1673.24
2170,410,2023-12-27,online,card,68.92
2171,1466,2024-12-23,online,card,663.45
2172,991,2024-07-14,store,giftcard,237.9
2173,1007,2024-02-19,store,applepay,131.59
2174,1353,2025-10-23,online,card,81.94
2175,1212,2024-05-28,online,giftcard,49.62
2176,1270,2025-10-30,online,giftcard,7336.57
2177,106,2025-03-18,online,applepay,1148.09
2178,314,2024-03-06,store,paypal,81.38
2179,962,2025-08-15,online,card,193.77
2180,117,2023-11-23,online,paypal,113.33
2181,1055,2024-09-25,store,card,60.47
2182,1388,2024-11-09,store,applepay,189.76
2183,692,2025-03-21,store,paypal,320.32
2184,1259,2024-04-18,online,paypal,168.8
2185,476,2025-10-17,online,giftcard,69.26
2186,851,2024-10-15,store,giftcard,3772.58
2187,593,2024-11-27,store,card,188.51
2188,113,2024-10-16,online,paypal,135.44
2189,1304,2025-02-25,online,card,181.61
2190,509,2025-06-28,online,applepay,2908.65
2191,651,2024-08-11,online,card,194.0
2192,1298,2024-08-26,online,card,120.16
2193,335,2024-08-04,store,giftcard,2137.28
2194,1449,2023-11-14,store,applepay,96.52
2195,167,2024-03-10,store,giftcard,3806.09
2196,1194,2024-02-06,store,giftcard,137.73
2197,478,2025-05-06,store,applepay,1928.03
2198,1296,2024-02-29,online,applepay,110.58
2199,1000,2025-03-16,online,giftcard,123.04
2200,497,2025-07-15,online,paypal,54.08
2201,1453,2025-09-27,online,card,167.66
2202,671,2025-07-01,store,giftcard,2572.71
2203,402,2025-01-15,store,paypal,86.24
2204,39,2024-12-25,online,giftcard,36.75
2205,214,2025-06-17,online,giftcard,939.28
2206,109,2025-07-01,online,paypal,82.33
2207,518,2025-09-23,online,applepay,3515.38
2208,1370,2023-12-27,store,card,48.42
2209,651,2024-06-10,online,giftcard,2647.1
2210,932,2025-09-30,online,card,228.07
2211,763,2025-02-05,store,paypal,47.07
2212,808,2024-05-21,online,giftcard,149.74
2213,193,2025-09-23,online,applepay,1179.91
2214,45,2024-07-24,online,applepay,99.41
2215,710,2024-02-02,online,paypal,102.58
2216,1115,2025-06-16,online,paypal,4103.95
2217,878,2024-01-29,online,giftcard,2059.14
2218,1073,2025-07-25,online,paypal,143.38
2219,1127,2025-04-14,online,paypal,35.31
2220,190,2025-08-06,store,giftcard,1578.0
2221,1495,2024-03-06,store,card,1460.56
2222,455,2024-04-15,store,paypal,5444.54
2223,686,2024-06-22,store,applepay,1134.53
2224,1002,2024-10-18,online,applepay,166.2
2225,193,2024-10-26,online,card,2879.38
2226,939,2025-06-12,online,giftcard,4120.31
2227,1057,2025-11-02,store,applepay,198.62
2228,967,2024-05-16,store,giftcard,166.84
2229,381,2024-03-06,online,applepay,18.81
2230,1435,2024-01-13,store,card,30.0
2231,299,2023-12-26,online,paypal,122.97
2232,785,2024-08-29,store,card,244.46
2233,879,2025-01-03,online,card,66.14
2234,638,2024-01-20,online,card,106.05
2235,706,2023-11-20,store,card,202.25
2236,1347,2023-12-10,store,paypal,1648.7
2237,1361,2024-11-30,online,card,11177.47
2238,263,2025-06-28,online,applepay,22.65
2239,884,2025-05-05,store,card,2160.76
2240,847,2024-12-03,online,giftcard,117.99
2241,1367,2025-01-30,store,giftcard,1744.77
2242,1214,2023-11-28,online,applepay,19.84
2243,739,2024-06-12,online,applepay,206.35
2244,820,2024-02-16,store,card,2470.02
2245,1388,2025-09-18,store,card,195.39
2246,358,2025-07-16,online,card,38.77
2247,788,2024-04-19,online,giftcard,1555.26
2248,535,2025-04-16,store,paypal,102.0
2249,104,2024-04-30,store,applepay,3741.33
2250,42,2025-07-25,online,card,685.08
2251,838,2024-05-16,online,applepay,57.32
2252,574,2023-12-04,online,paypal,4143.95
2253,389,2025-07-28,store,card,65.4
2254,570,2024-10-19,store,paypal,89.81
2255,1399,2024-05-25,online,card,24.7
2256,16,2025-08-01,online,applepay,80.95
2257,1328,2025-05-26,store,giftcard,45.79
2258,409,2025-07-13,online,applepay,180.64
2259,575,2024-02-03,online,card,77.96
2260,1135,2024-11-15,online,applepay,87.76
2261,684,2025-06-21,store,applepay,65.16
2262,730,2024-04-21,online,card,5691.88
2263,25,2024-02-29,online,applepay,127.91
2264,56,2025-06-01,online,applepay,55.38
2265,158,2024-01-28,store,card,111.74
2266,365,2023-11-13,store,giftcard,1899.22
2267,982,2024-03-24,online,applepay,73.19
2268,306,2024-10-20,online,card,219.29
2269,826,2025-02-22,online,applepay,68.78
2270,1373,2024-05-07,store,card,992.26
2271,609,2024-10-03,online,applepay,208.92
2272,99,2025-02-23,store,giftcard,678.93
2273,321,2025-03-27,store,paypal,78.13
2274,911,2025-07-05,store,giftcard,108.76
2275,625,2024-08-26,store,card,3586.38
2276,1050,2024-10-13,store,applepay,269.89
2277,1291,2024-10-05,store,applepay,106.04
2278,1089,2023-12-04,store,card,191.92
2279,736,2024-04-01,store,giftcard,3212.68
2280,228,2024-08-17,store,giftcard,518.05
2281,187,2025-04-04,store,giftcard,134.7
2282,1180,2024-10-03,store,card,1656.47
2283,1009,2024-09-16,online,card,3791.97
2284,390,2024-04-09,online,card,3232.92
2285,992,2024-11-29,online,card,75.91
2286,130,2025-08-26,online,card,143.42
2287,147,2025-01-05,store,applepay,59.85
2288,322,2024-07-07,store,card,128.64
2289,490,2024-01-08,online,card,77.88
2290,503,2024-06-25,online,giftcard,3937.63
2291,171,2025-03-06,online,paypal,130.98
2292,850,2025-04-24,store,card,44.59
2293,590,2025-09-04,online,giftcard,160.96
2294,205,2025-09-06,store,giftcard,50.68
2295,739,2025-02-18,store,giftcard,1685.16
2296,697,2025-05-31,online,card,49.72
2297,872,2025-02-06,store,applepay,205.79
2298,1275,2024-02-26,online,applepay,265.13
2299,548,2024-08-19,online,card,1912.35
2300,1455,2025-05-23,online,giftcard,4517.21
2301,394,2024-02-08,store,card,182.46
2302,662,2025-02-22,online,paypal,9997.28
2303,149,2023-12-14,store,giftcard,9.53
2304,66,2025-09-06,store,paypal,165.32
2305,1472,2025-02-26,online,applepay,100.55
2306,284,2025-05-22,online,giftcard,5070.48
2307,1085,2024-07-25,store,paypal,4104.57
2308,1082,2025-09-29,store,giftcard,174.86
2309,1489,2024-04-03,online,card,197.55
2310,1286,2024-10-23,online,paypal,2518.43
2311,1424,2025-05-18,store,paypal,150.92
2312,599,2024-12-19,online,card,160.69
2313,706,2024-03-15,store,giftcard,209.82
2314,748,2023-12-28,store,paypal,79.53
2315,1437,2024-10-24,store,applepay,1208.1
2316,75,2024-07-09,store,paypal,104.83
2317,423,2024-04-25,online,paypal,121.17
2318,1274,2025-09-13,online,applepay,109.89
2319,1414,2024-06-07,store,paypal,151.76
2320,1098,2025-03-14,online,card,70.52
2321,1164,2025-07-21,online,giftcard,252.39
2322,1181,2025-04-30,online,giftcard,1826.23
2323,874,2025-10-19,store,card,525.94
2324,604,2025-07-11,store,giftcard,248.48
2325,399,2024-12-11,store,giftcard,2035.02
2326,554,2024-10-20,online,applepay,652.93
2327,887,2023-11-29,store,card,984.2
2328,1397,2025-10-03,store,paypal,139.11
2329,941,2024-06-24,store,applepay,805.46
2330,1426,2024-03-09,online,paypal,89.61
2331,1008,2025-03-07,online,giftcard,117.65
2332,204,2024-03-17,online,card,129.84
2333,812,2025-03-03,online,giftcard,248.11
2334,91,2025-04-23,store,card,180.97
2335,443,2024-09-07,store,applepay,129.07
2336,241,2025-06-19,online,paypal,43.17
2337,973,2025-11-01,online,giftcard,146.95
2338,1099,2024-12-10,online,giftcard,156.78
2339,1325,2024-02-04,online,paypal,3651.02
2340,1438,2024-05-24,online,card,63.2
2341,1242,2024-01-08,store,paypal,690.28
2342,1451,2025-01-20,store,paypal,219.98
2343,834,2024-08-30,online,card,809.44
2344,305,2025-08-28,online,card,139.59
2345,663,2024-09-02,online,giftcard,48.06
2346,1233,2024-04-26,online,applepay,46.07
2347,1181,2025-09-04,store,giftcard,113.36
2348,1158,2023-11-11,online,giftcard,180.7
2349,1305,2024-04-21,store,giftcard,24.9
2350,1374,2025-04-15,online,card,31.49
2351,612,2025-03-27,store,card,159.32
2352,1039,2025-04-30,online,paypal,248.92
2353,937,2025-10-08,online,card,9264.27
2354,186,2024-06-10,store,applepay,292.37
2355,1315,2025-09-05,online,paypal,113.13
2356,736,2024-04-20,store,applepay,108.86
2357,911,2025-09-01,store,giftcard,2832.43
2358,1351,2024-04-14,online,giftcard,94.08
2359,304,2023-11-23,store,giftcard,49.04
2360,483,2025-07-09,online,card,3281.16
2361,695,2025-09-09,store,applepay,82.12
2362,9,2025-11-02,store,applepay,264.51
2363,800,2024-07-26,online,applepay,1866.4
2364,410,2025-08-08,online,card,111.17
2365,1202,2025-03-14,online,card,7122.45
2366,566,2025-02-10,store,paypal,37.8
2367,1421,2024-07-25,online,giftcard,196.63
2368,179,2025-03-11,store,paypal,135.63
2369,1391,2024-12-09,store,applepay,194.3
2370,1016,2024-08-16,online,paypal,1507.18
2371,1464,2024-12-13,online,paypal,70.66
2372,473,2025-03-15,store,applepay,169.79
2373,213,2024-04-06,store,giftcard,3103.22
2374,1146,2025-07-24,store,giftcard,2461.02
2375,510,2024-06-04,store,card,4472.53
2376,1225,2023-12-15,store,paypal,650.83
2377,804,2025-10-03,store,applepay,90.3
2378,1474,2024-06-15,store,card,31.79
2379,749,2024-07-07,online,paypal,1745.53
2380,710,2025-01-05,online,giftcard,87.76
2381,921,2024-12-24,online,giftcard,241.98
2382,88,2025-07-15,store,card,170.32
2383,788,2024-06-14,store,applepay,178.57
2384,988,2024-11-20,store,paypal,5026.35
2385,875,2025-06-08,online,applepay,254.72
2386,657,2024-02-01,online,giftcard,207.02
2387,1181,2024-08-23,store,paypal,218.31
2388,480,2025-09-29,store,paypal,108.52
2389,677,2025-08-16,store,applepay,73.94
2390,791,2025-07-20,online,card,240.75
2391,1284,2023-11-14,online,paypal,42.0
2392,195,2024-09-27,store,paypal,332.49
2393,876,2024-04-25,store,applepay,316.29
2394,131,2024-10-09,store,paypal,4963.3
2395,870,2025-09-21,online,paypal,2652.49
2396,527,2024-06-29,online,giftcard,16097.58
2397,635,2025-05-22,store,applepay,184.51
2398,445,2025-05-31,online,card,35.9
2399,377,2025-03-10,store,giftcard,6538.95
2400,729,2025-08-24,store,giftcard,91.77
2401,419,2025-08-31,store,applepay,104.66
2402,792,2025-02-03,online,paypal,3240.26
2403,303,2024-06-22,store,applepay,4709.59
2404,950,2025-09-16,store,card,68.35
2405,1101,2024-03-07,store,card,82.4
2406,792,2024-02-15,store,card,62.68
2407,108,2025-03-31,online,card,69.62
2408,985,2024-05-10,online,applepay,140.69
2409,132,2024-01-02,store,card,211.04
2410,917,2024-03-29,online,giftcard,222.9
2411,1183,2024-05-23,store,card,3517.13
2412,633,2025-09-06,store,card,171.02
2413,582,2024-05-25,online,applepay,5445.61
2414,1145,2025-08-03,online,card,344.92
2415,1374,2025-07-25,online,applepay,158.99
2416,1035,2024-12-27,store,card,3103.4
2417,723,2025-06-11,online,giftcard,171.27
2418,166,2024-05-19,online,card,30.0
2419,987,2025-05-15,store,giftcard,302.57
2420,780,2025-06-08,store,giftcard,138.92
2421,652,2025-05-22,store,card,447.24
2422,1263,2024-04-23,online,card,115.89
2423,1007,2024-05-03,store,card,9666.18
2424,1092,2024-07-06,online,card,193.77
2425,768,2025-07-03,online,card,110.47
2426,948,2025-09-20,store,applepay,259.16
2427,690,2025-04-12,store,card,222.83
2428,564,2024-11-16,store,applepay,102.99
2429,1490,2025-01-21,store,applepay,159.86
2430,391,2024-03-22,online,card,109.6
2431,1387,2025-07-22,online,applepay,144.46
2432,646,2025-09-04,online,paypal,669.89
2433,111,2024-12-14,online,paypal,182.52
2434,136,2025-09-23,online,card,206.8
2435,942,2025-10-05,online,paypal,179.59
2436,1447,2024-07-02,online,card,4266.71
2437,117,2025-01-30,store,applepay,194.63
2438,675,2025-02-06,online,paypal,169.54
2439,369,2025-05-09,store,card,198.26
2440,339,2024-07-04,online,giftcard,110.74
2441,1358,2024-09-02,online,giftcard,147.75
2442,905,2025-09-18,store,applepay,97.5
2443,1097,2025-03-19,store,paypal,2630.88
2444,1294,2024-03-02,store,applepay,3616.63
2445,485,2024-02-05,online,giftcard,4373.49
2446,260,2025-05-17,store,card,1417.83
2447,123,2024-08-24,store,giftcard,1815.78
2448,1423,2025-06-11,store,applepay,2894.67
2449,537,2025-05-23,store,paypal,48.92
2450,285,2024-08-31,store,giftcard,204.54
2451,563,2024-03-14,online,applepay,618.26
2452,1443,2025-09-15,store,applepay,224.49
2453,487,2025-05-05,online,card,124.82
2454,961,2024-03-31,online,paypal,120.52
2455,47,2025-09-10,online,giftcard,67.74
2456,578,2023-11-12,online,paypal,65.4
2457,1445,2024-02-21,online,card,182.39
2458,328,2025-09-11,store,card,180.77
2459,865,2024-06-08,store,giftcard,179.28
2460,941,2024-12-12,online,giftcard,46.74
2461,326,2024-03-12,store,giftcard,83.84
2462,726,2025-07-30,store,applepay,1243.89
2463,161,2024-02-28,online,card,51.68
2464,1197,2024-11-02,store,applepay,39.21
2465,428,2025-11-01,online,applepay,1036.4
2466,225,2024-07-09,store,paypal,152.44
2467,542,2024-12-25,store,card,2552.99
2468,56,2025-04-03,online,applepay,96.71
2469,284,2024-02-03,online,paypal,134.3
2470,1494,2025-02-14,online,card,869.23
2471,441,2024-02-13,store,paypal,1876.85
2472,684,2025-10-11,store,applepay,217.55
2473,1496,2025-08-26,store,giftcard,59.97
2474,1443,2024-03-12,store,card,77.45
2475,243,2025-07-15,online,paypal,70.65
2476,762,2025-06-02,store,card,52.2
2477,1471,2024-04-24,store,paypal,60.24
2478,1148,2025-05-24,online,giftcard,69.67
2479,1228,2025-07-28,store,paypal,14.24
2480,199,2024-11-10,online,applepay,2972.95
2481,705,2025-01-05,store,card,3910.89
2482,1419,2025-05-10,store,paypal,2908.85
2483,295,2025-03-15,online,paypal,39.05
2484,28,2023-12-19,online,giftcard,70.34
2485,910,2025-01-08,store,giftcard,87.94
2486,862,2025-01-08,online,paypal,170.94
2487,1319,2025-02-24,store,applepay,329.36
2488,234,2024-02-21,online,applepay,209.26
2489,941,2025-09-13,store,paypal,4421.73
2490,1455,2025-08-11,store,card,84.42
2491,96,2024-12-20,store,giftcard,4528.05
2492,605,2024-08-06,online,card,2839.49
2493,522,2023-11-11,store,giftcard,64.28
2494,1368,2025-06-28,store,applepay,128.57
2495,918,2024-02-16,online,paypal,3696.84
2496,1490,2024-06-19,store,giftcard,71.76
2497,698,2024-05-05,store,card,160.44
2498,1173,2024-08-18,store,paypal,5125.49
2499,474,2024-06-10,online,card,72.84
2500,1459,2024-02-18,store,paypal,1651.11
2501,1413,2025-04-02,online,giftcard,1501.7
2502,1087,2024-02-03,online,paypal,117.12
2503,760,2025-08-10,online,card,116.4
2504,1144,2024-06-24,online,giftcard,30.1
2505,740,2024-02-14,online,card,1955.49
2506,215,2025-08-14,store,card,83.53
2507,1007,2024-02-16,online,giftcard,1693.35
2508,647,2025-11-03,store,card,219.31
2509,801,2025-05-30,online,paypal,131.69
2510,2,2025-05-03,store,card,2247.48
2511,1495,2024-03-17,online,paypal,54.18
2512,1152,2025-01-27,store,applepay,1398.13
2513,335,2024-01-25,store,applepay,90.84
2514,1047,2025-06-26,store,giftcard,2526.12
2515,773,2024-10-17,online,card,173.49
2516,313,2024-03-28,online,paypal,5708.7
2517,906,2024-01-14,online,applepay,228.02
2518,190,2025-04-20,store,applepay,4323.83
2519,348,2024-05-15,store,giftcard,1239.46
2520,568,2024-12-14,store,paypal,4055.74
2521,971,2024-09-28,store,paypal,3660.2
2522,960,2025-05-13,online,card,27.46
2523,1436,2024-01-16,store,giftcard,4273.96
2524,1040,2025-03-02,store,applepay,67.29
2525,79,2025-01-31,store,applepay,156.4
2526,1048,2025-01-21,online,giftcard,572.86
2527,1094,2025-09-12,online,paypal,161.23
2528,773,2024-05-10,store,giftcard,56.24
2529,1405,2025-08-17,store,paypal,830.51
2530,685,2024-05-29,store,card,40.06
2531,16,2024-10-23,online,card,98.04
2532,987,2025-02-05,store,giftcard,3286.74
2533,789,2025-06-07,online,card,14.57
2534,732,2024-04-07,online,giftcard,198.19
2535,833,2025-03-16,online,card,30.96
2536,71,2025-06-06,online,card,52.13
2537,948,2025-01-02,store,paypal,180.31
2538,667,2024-07-26,online,paypal,47.11
2539,164,2024-08-30,store,applepay,35.52
2540,1069,2025-08-08,online,giftcard,1912.92
2541,1087,2025-08-25,online,paypal,156.08
2542,1472,2025-09-21,store,paypal,170.56
2543,569,2024-07-20,store,giftcard,53.04
2544,786,2023-11-22,online,giftcard,41.25
2545,793,2024-04-06,online,paypal,162.01
2546,1311,2025-05-27,store,card,563.22
2547,1125,2025-08-28,store,card,706.05
2548,1410,2024-02-07,online,card,92.59
2549,1151,2025-06-10,online,giftcard,6254.6
2550,1107,2023-12-06,online,paypal,19.45
2551,328,2025-06-20,online,giftcard,2695.9
2552,676,2025-08-04,store,applepay,189.01
2553,516,2025-04-21,online,paypal,165.94
2554,1113,2025-01-14,store,giftcard,112.39
2555,619,2025-08-15,online,paypal,117.79
2556,329,2023-12-12,store,card,3941.27
2557,669,2025-04-23,store,giftcard,129.39
2558,684,2025-09-28,store,paypal,123.03
2559,72,2024-05-28,online,card,3011.52
2560,19,2024-02-18,store,giftcard,2074.17
2561,1139,2024-10-18,store,giftcard,150.11
2562,84,2023-12-27,store,card,195.0
2563,662,2023-12-08,store,paypal,3483.38
2564,478,2024-11-23,online,applepay,2265.71
2565,533,2024-06-10,online,giftcard,143.19
2566,452,2025-06-22,store,giftcard,72.19
2567,901,2025-06-28,online,paypal,519.37
2568,625,2023-11-26,online,applepay,4867.48
2569,1020,2025-05-21,store,paypal,105.39
2570,1247,2024-05-28,store,applepay,135.99
2571,642,2024-06-25,store,applepay,571.57
2572,204,2025-04-30,store,card,4082.16
2573,1412,2024-07-16,store,applepay,4173.03
